1007_s_at,272.7,M,0.05447
1053_at,691.6,P,0.001892
117_at,117.1,A,0.250724
121_at,1318.7,P,0.003067
1255_g_at,71.8,A,0.284747
1294_at,1105.2,P,0.000562
1316_at,72.5,A,0.250724
1320_at,104.6,A,0.458816
1405_i_at,411.5,P,0.000762
1431_at,62.8,A,0.234557
1438_at,590.4,P,0.007543
1487_at,488.5,M,0.05447
1494_f_at,246.1,A,0.098054
1598_g_at,691.1,A,0.089405
160020_at,697.2,P,0.014937
1729_at,367.5,P,0.008689
1773_at,257.6,A,0.218983
177_at,184.9,P,0.048995
179_at,691.9,A,0.127645
1861_at,249.9,P,0.043968
200000_s_at,3527.2,P,0.000244
200001_at,4140.7,P,0.000244
200002_at,16748.7,P,0.000244
200003_s_at,27607.6,P,0.000244
200004_at,7117.7,P,0.000244
200005_at,7600.5,P,0.000244
200006_at,7390.6,P,0.000244
200007_at,7212.6,P,0.000244
200008_s_at,5506.5,P,0.000244
200009_at,10947.2,P,0.000244
200010_at,19401.3,P,0.000244
200011_s_at,1518.7,P,0.000244
200012_x_at,17060,P,0.000244
200013_at,19841.7,P,0.000244
200014_s_at,3528.5,P,0.000244
200015_s_at,2136.4,P,0.001221
200016_x_at,21105.4,P,0.000244
200017_at,17977,P,0.000244
200018_at,26019.9,P,0.000244
200019_s_at,19599.7,P,0.000244
200020_at,3214.7,P,0.000244
200021_at,19785.4,P,0.001953
200022_at,23461.5,P,0.000244
200023_s_at,7117.1,P,0.000244
200024_at,20461,P,0.000732
200025_s_at,20884.1,P,0.000244
200026_at,24818.9,P,0.000244
200027_at,3158.1,P,0.000244
200028_s_at,3460.2,P,0.000244
200029_at,23283.4,P,0.000244
200030_s_at,13073.2,P,0.000244
200031_s_at,35319.3,P,0.000244
200032_s_at,31974.6,P,0.000244
200033_at,9287.5,P,0.000244
200034_s_at,18021.9,P,0.000244
200035_at,1328.2,P,0.001953
200036_s_at,18842.5,P,0.000244
200037_s_at,3295.5,P,0.000244
200038_s_at,22156.8,P,0.000244
200039_s_at,2991.1,P,0.000244
200040_at,4326.5,P,0.000244
200041_s_at,7819.7,P,0.000244
200042_at,1551.6,P,0.001953
200043_at,5951.9,P,0.000244
200044_at,4494.2,P,0.000244
200045_at,2303.7,P,0.000244
200046_at,8585.2,P,0.000244
200047_s_at,3002.3,P,0.000244
200048_s_at,3285,P,0.000244
200049_at,633.2,P,0.000244
200050_at,1521.9,P,0.000732
200051_at,617.6,P,0.000244
200052_s_at,3195.9,P,0.000244
200053_at,1683.4,P,0.000244
200054_at,451,P,0.000244
200055_at,2375.9,P,0.000244
