ID_REF,VALUE,ABS_CALL,DETECTION P-VALUE
1007_s_at,690.2,P,0.031336
1053_at,324.2,P,0.035163
117_at,36,A,0.438361
121_at,1540.4,P,0.008689
1255_g_at,44.5,A,0.561639
1294_at,2239.5,P,0.000322
1316_at,226.7,A,0.066865
1320_at,25.7,A,0.918663
1405_i_at,11.1,A,0.992173
1431_at,170.5,P,0.048995
1438_at,119.6,A,0.64131
1487_at,547.4,A,0.267463
1494_f_at,406.9,A,0.081337
1598_g_at,4392.2,P,0.000219
160020_at,597.4,P,0.043968
1729_at,519.1,P,0.00418
1773_at,224.1,A,0.397994
177_at,189.3,A,0.175989
179_at,1378.7,A,0.127645
1861_at,291.4,A,0.07383
200000_s_at,3618.8,P,0.000732
200001_at,2138.4,P,0.001953
200002_at,12051.6,P,0.000244
200003_s_at,21136.4,P,0.000244
200004_at,8253.1,P,0.000244
200005_at,5196.5,P,0.000244
200006_at,3678.7,P,0.000244
200007_at,6203.7,P,0.000244
200008_s_at,4383.4,P,0.000244
200009_at,7913.5,P,0.000244
200010_at,16076.6,P,0.000244
200011_s_at,982.1,P,0.00293
200012_x_at,23623.8,P,0.000244
200013_at,14449.5,P,0.000244
200014_s_at,2221.5,P,0.000244
200015_s_at,1653.5,P,0.000244
200016_x_at,20336.6,P,0.000244
200017_at,12379.8,P,0.000244
200018_at,24884.2,P,0.000244
200019_s_at,19967.4,P,0.000244
200020_at,1862.9,P,0.000244
200021_at,20981.3,P,0.001221
200022_at,28330.9,P,0.000244
200023_s_at,8333.4,P,0.000244
200024_at,10703.1,P,0.000732
200025_s_at,20521.6,P,0.000244
200026_at,29446.9,P,0.001221
200027_at,1910.2,P,0.000244
200028_s_at,1939.8,P,0.000244
200029_at,20070.1,P,0.000244
200030_s_at,6053.1,P,0.000244
200031_s_at,55527.8,P,0.000244
200032_s_at,38039.3,P,0.000244
200033_at,11127.3,P,0.000244
200034_s_at,16637.1,P,0.000244
200035_at,1698.5,P,0.008057
200036_s_at,10776.6,P,0.000244
200037_s_at,3234.6,P,0.000732
200038_s_at,22516.9,P,0.000244
200039_s_at,1866.8,P,0.000244
200040_at,2892.7,P,0.000244
200041_s_at,6307.3,P,0.000244
200042_at,1492.5,P,0.01416
200043_at,3960.5,P,0.001221
200044_at,3239.3,P,0.000244
200045_at,1392.7,P,0.00415
200046_at,1554,P,0.000732
200047_s_at,2395,P,0.000244
200048_s_at,3583.4,P,0.000244
200049_at,686.1,P,0.001221
200050_at,1323,P,0.001221
200051_at,660,P,0.010742
