ID_REF,VALUE,ABS_CALL,DETECTION P-VALUE
1007_s_at,775.3,P,0.017001
1053_at,458.4,P,0.002617
117_at,20.1,A,0.581931
121_at,1113.9,P,0.024711
1255_g_at,92.7,A,0.418069
1294_at,1754.3,P,0.000388
1316_at,96.5,A,0.127645
1320_at,31.9,A,0.810313
1405_i_at,312.4,P,0.009283
1431_at,108.8,A,0.32083
1438_at,48.2,A,0.765481
1487_at,502.2,A,0.127645
1494_f_at,376.4,P,0.043968
1598_g_at,661.7,A,0.11716
160020_at,561.8,P,0.043968
1729_at,383.4,A,0.066865
1773_at,103.6,A,0.581931
177_at,165.1,A,0.175989
179_at,969.7,A,0.204022
1861_at,21.3,A,0.795978
200000_s_at,1615.4,P,0.000244
200001_at,3086.8,P,0.000732
200002_at,23186.2,P,0.000244
200003_s_at,42078.6,P,0.000244
200004_at,8921.5,P,0.000244
200005_at,6792.8,P,0.000244
200006_at,6298.3,P,0.000244
200007_at,7431.4,P,0.000244
200008_s_at,5852.1,P,0.000244
200009_at,11168.6,P,0.000244
200010_at,23413.9,P,0.000244
200011_s_at,1279.7,P,0.000732
200012_x_at,35623.4,P,0.000244
200013_at,25428.6,P,0.000244
200014_s_at,3477.4,P,0.000244
200015_s_at,2716.4,P,0.001953
200016_x_at,21529.2,P,0.000244
200017_at,21011.4,P,0.000244
200018_at,36730.7,P,0.000244
200019_s_at,27284.4,P,0.000244
200020_at,2380.2,P,0.000244
200021_at,49350.8,P,0.00293
200022_at,35329.8,P,0.000244
200023_s_at,10333.8,P,0.000244
200024_at,22916.6,P,0.000732
200025_s_at,30385.2,P,0.000244
200026_at,40517.7,P,0.000732
200027_at,3102.6,P,0.000244
200028_s_at,4244.6,P,0.000244
200029_at,30828.2,P,0.000244
200030_s_at,11923.8,P,0.000244
200031_s_at,55227.7,P,0.000244
200032_s_at,34981.5,P,0.000244
200033_at,11001.1,P,0.000244
200034_s_at,24548.1,P,0.000244
200035_at,1242.1,P,0.010742
200036_s_at,21785.4,P,0.000244
200037_s_at,3762.5,P,0.000244
200038_s_at,30968.1,P,0.000244
200039_s_at,3020.7,P,0.000244
200040_at,5682,P,0.000244
200041_s_at,7641.4,P,0.000244
200042_at,1914,P,0.001953
200043_at,9105.7,P,0.000244
200044_at,2933.2,P,0.000244
200045_at,1885.6,P,0.000244
200046_at,2364.5,P,0.000244
200047_s_at,3270.4,P,0.000244
200048_s_at,4398.4,P,0.000244
200049_at,618.1,P,0.000244
200050_at,1516.7,P,0.000244
200051_at,645.3,P,0.000244
200052_s_at,3347.4,P,0.000244
200053_at,1141.1,P,0.000732
200054_at,434.5,P,0.000732
200055_at,3214.6,P,0.000244
200056_s_at,352.2,P,0.001953
200057_s_at,10926.2,P,0.000244
200058_s_at,4070.1,P,0.000244
200059_s_at,14227.8,P,0.000244
200060_s_at,3589.2,P,0.000732
200061_s_at,43531.8,P,0.000244
200062_s_at,45185.2,P,0.000244
200063_s_at,18570,P,0.000244
200064_at,18826.6,P,0.000732
