ID_REF,VALUE,ABS_CALL,DETECTION P-VALUE
1007_s_at,735.2,P,0.031336
1053_at,355.9,P,0.021866
117_at,150.2,A,0.458816
121_at,2333.4,P,0.003585
1255_g_at,189,A,0.267463
1294_at,1520.2,P,0.000562
1316_at,164.9,A,0.189687
1320_at,47,A,0.795978
1405_i_at,258.3,P,0.012921
1431_at,181.3,A,0.11716
1438_at,111.9,A,0.581931
1487_at,759.1,A,0.138765
1494_f_at,585.3,P,0.035163
1598_g_at,1162.4,A,0.081337
160020_at,940.5,P,0.02786
1729_at,276.5,A,0.218983
1773_at,130.6,A,0.541184
177_at,51.9,A,0.602006
179_at,1415.9,M,0.05447
1861_at,297.7,A,0.098054
200000_s_at,2508.2,P,0.000244
200001_at,3344.6,P,0.001221
200002_at,16208.5,P,0.000244
200003_s_at,28080.7,P,0.000244
200004_at,7682.4,P,0.000244
200005_at,5170.6,P,0.000244
200006_at,7666.4,P,0.000244
200007_at,6984.4,P,0.000244
200008_s_at,5521.7,P,0.000244
200009_at,10060.3,P,0.000244
200010_at,23000.4,P,0.000244
200011_s_at,1319.1,P,0.001953
200012_x_at,18893,P,0.000244
200013_at,18252,P,0.000244
200014_s_at,1838.6,P,0.000244
200015_s_at,1786.2,P,0.001953
200016_x_at,28448.4,P,0.000244
200017_at,14346,P,0.000732
200018_at,29498.2,P,0.000244
200019_s_at,22495.3,P,0.000244
200020_at,2166.8,P,0.000244
200021_at,37318.5,P,0.001953
200022_at,23076.5,P,0.000244
200023_s_at,8228.3,P,0.000244
200024_at,16163.9,P,0.000732
200025_s_at,27926,P,0.000244
200026_at,34027.7,P,0.000732
200027_at,2444.9,P,0.000244
200028_s_at,2227.1,P,0.000732
200029_at,25752,P,0.000244
200030_s_at,11002.8,P,0.000244
200031_s_at,33333.3,P,0.000244
200032_s_at,38152,P,0.000244
200033_at,8869.5,P,0.000244
200034_s_at,17021.1,P,0.000244
200035_at,1604.7,P,0.000244
200036_s_at,15165.2,P,0.000244
200037_s_at,1730.3,P,0.000244
200038_s_at,25499.7,P,0.000244
200039_s_at,2550.1,P,0.000244
200040_at,3091.2,P,0.000732
200041_s_at,5612.1,P,0.000244
200042_at,1842.1,P,0.00415
200043_at,6134.4,P,0.000244
200044_at,3208,P,0.000244
200045_at,1920.6,P,0.00293
200046_at,1982.1,P,0.000732
200047_s_at,1903.9,P,0.000244
200048_s_at,3800.1,P,0.000244
200049_at,748.9,P,0.000244
200050_at,1310,P,0.000244
200051_at,806.9,P,0.000732
200052_s_at,2373.5,P,0.000244
200053_at,2029.5,P,0.000244
200054_at,437.8,P,0.00293
200055_at,4188.7,P,0.000244
200056_s_at,265.1,A,0.171387
200057_s_at,8664.6,P,0.000244
200058_s_at,1992.1,P,0.000244
200059_s_at,14157.7,P,0.000244
200060_s_at,2511.7,P,0.001221
200061_s_at,44180.6,P,0.000244
200062_s_at,44918.7,P,0.000244
200063_s_at,17186.5,P,0.000244
200064_at,13038.1,P,0.000732
200065_s_at,4546,P,0.000244
200066_at,1422.5,P,0.000732
200067_x_at,1727.1,P,0.000732
200068_s_at,4479.6,P,0.000244
200069_at,504.6,P,0.005859
200070_at,833.5,P,0.001953
200071_at,639.2,P,0.010742
200072_s_at,3034.4,P,0.000244
200073_s_at,3615.9,P,0.000244
200074_s_at,10426.3,P,0.000244
200075_s_at,1018.6,P,0.00293
200076_s_at,929.4,P,0.001953
200077_s_at,12229.2,P,0.000244
200078_s_at,2105.5,P,0.01416
200079_s_at,4039.7,P,0.000244
200080_s_at,15222.5,P,0.000244
200081_s_at,16640.5,P,0.000244
200082_s_at,23967.2,P,0.000244
200083_at,1562.7,P,0.008057
200084_at,3208.6,P,0.000244
200085_s_at,2859.9,P,0.000244
200086_s_at,2953.5,P,0.000244
200087_s_at,2639.8,P,0.000244
200088_x_at,24135.4,P,0.000244
200089_s_at,15400.9,P,0.000244
200090_at,2484.2,P,0.000244
200091_s_at,10938,P,0.000244
200092_s_at,24428.3,P,0.000244
200093_s_at,2928.3,P,0.000244
200094_s_at,7193.9,P,0.000244
200095_x_at,55293.9,P,0.000244
200096_s_at,1414.9,P,0.000732
200097_s_at,3301.1,P,0.000244
200098_s_at,1824.8,P,0.001953
200099_s_at,31737.8,P,0.000244
200593_s_at,3880.8,P,0.000244
200594_x_at,6427.8,P,0.000244
200595_s_at,1379.9,P,0.000244
200596_s_at,712.5,P,0.008057
200597_at,597.5,P,0.00293
200598_s_at,1219.9,P,0.000244
200599_s_at,2623.6,P,0.000732
200600_at,5047.7,P,0.000732
200601_at,975.8,P,0.00415
200602_at,233.7,A,0.129639
200603_at,1501,P,0.000244
200604_s_at,1673.1,P,0.001221
200605_s_at,2130.6,P,0.000244
200606_at,172,P,0.023926
200607_s_at,1693.6,P,0.001953
200608_s_at,1423.4,P,0.000244
200609_s_at,2679.7,P,0.001953
200610_s_at,8714.8,P,0.000244
200611_s_at,3492.7,P,0.001953
200612_s_at,340.7,A,0.366211
200613_at,2212.5,P,0.00415
200614_at,8035.8,P,0.000244
200615_s_at,652.4,M,0.056152
200616_s_at,513,A,0.219482
200617_at,1354.5,P,0.01416
200618_at,2184.9,P,0.001953
200619_at,1351.2,P,0.023926
200620_at,1689.5,P,0.000732
200621_at,840,P,0.030273
200622_x_at,1097.9,P,0.037598
200623_s_at,1764.4,P,0.001953
200624_s_at,3880.7,P,0.000244
200625_s_at,4368.8,P,0.000244
200626_s_at,2282.5,P,0.000732
200627_at,6524,P,0.000244
200628_s_at,1407.7,A,0.303711
200629_at,1123.8,P,0.00293
200630_x_at,7738.7,P,0.000244
200631_s_at,7203.5,P,0.000244
200632_s_at,868.1,P,0.001953
200633_at,22186.4,P,0.000244
200634_at,13178.8,P,0.000244
200635_s_at,148.7,A,0.533936
200636_s_at,55.9,A,0.753906
200637_s_at,36.7,A,0.696289
200638_s_at,5102.3,P,0.000244
200639_s_at,3952.2,P,0.000732
200640_at,7817.3,P,0.000244
200641_s_at,6813.5,P,0.000244
