1007_s_at,398,P,0.035163
1053_at,638,P,0.00418
117_at,222.8,M,0.060419
121_at,1663.3,P,0.001354
1255_g_at,18.4,A,0.561639
1294_at,938.7,P,0.013092
1316_at,98.9,A,0.107301
1320_at,17.5,A,0.837065
1405_i_at,40.8,A,0.635055
1431_at,11,A,0.602006
1438_at,187.1,A,0.52062
1487_at,340.5,A,0.11716
1494_f_at,267.2,A,0.081337
1598_g_at,569.8,A,0.138765
160020_at,631,P,0.013092
1729_at,386.4,A,0.081337
1773_at,229.7,A,0.150527
177_at,92,A,0.204022
179_at,846.5,P,0.017001
1861_at,298.6,P,0.024711
200000_s_at,5842.5,P,0.000244
200001_at,4126,P,0.000244
200002_at,21707.6,P,0.000244
200003_s_at,40283.1,P,0.000244
200004_at,7788,P,0.000244
200005_at,8189.4,P,0.000244
200006_at,9668.8,P,0.000244
200007_at,9003.8,P,0.000244
200008_s_at,5369,P,0.000244
200009_at,6693.1,P,0.000244
200010_at,24097.8,P,0.000244
200011_s_at,1616.7,P,0.000732
200012_x_at,22742,P,0.000244
200013_at,31209.9,P,0.000244
200014_s_at,3086.8,P,0.000244
200015_s_at,1919.9,P,0.000732
200016_x_at,27767.8,P,0.000244
200017_at,14720.9,P,0.000244
200018_at,32540.2,P,0.000244
200019_s_at,20234.7,P,0.000244
200020_at,2841.2,P,0.000244
200021_at,23086.3,P,0.001221
200022_at,23515.3,P,0.000244
200023_s_at,9466.2,P,0.000244
200024_at,24380.9,P,0.000244
200025_s_at,30127.7,P,0.000244
200026_at,40445.6,P,0.000244
200027_at,2299.4,P,0.000244
200028_s_at,3055.7,P,0.000244
200029_at,31299.9,P,0.000244
200030_s_at,16117.8,P,0.000244
200031_s_at,44045.3,P,0.000244
200032_s_at,49033.3,P,0.000244
200033_at,9068.5,P,0.000244
200034_s_at,21362.1,P,0.000244
200035_at,1450.4,P,0.001221
200036_s_at,28133.8,P,0.000244
200037_s_at,4005.4,P,0.000244
200038_s_at,31262.5,P,0.000244
200039_s_at,4487.4,P,0.000244
200040_at,5403.5,P,0.000244
200041_s_at,9039.5,P,0.000244
200042_at,1861.8,P,0.001221
200043_at,7391.3,P,0.000732
200044_at,4794.7,P,0.000244
200045_at,1866.9,P,0.000244
200046_at,1931.5,P,0.000244
200047_s_at,2652.5,P,0.000244
200048_s_at,3770.3,P,0.000244
200049_at,653.4,P,0.000244
200050_at,1164.9,P,0.000732
200051_at,379.5,P,0.000244
200052_s_at,5392,P,0.000244
200053_at,1593.9,P,0.000244
200054_at,390.9,P,0.001953
200055_at,3780,P,0.000244
200056_s_at,410.6,P,0.000244
200057_s_at,15802.9,P,0.000244
200058_s_at,3757.1,P,0.000244
200059_s_at,15568.3,P,0.000244
200060_s_at,3134.6,P,0.000732
200061_s_at,35860.3,P,0.000244
200062_s_at,49762.2,P,0.000244
200063_s_at,18495.2,P,0.000244
200064_at,16886.3,P,0.000732
200065_s_at,8746,P,0.000244
200066_at,1523.2,P,0.000732
200067_x_at,2106.5,P,0.000244
200068_s_at,7688.8,P,0.000244
200069_at,666.4,P,0.00293
200070_at,1027.1,P,0.001953
200071_at,682.2,P,0.010742
200072_s_at,5851.5,P,0.000244
200073_s_at,4807.2,P,0.000244
200074_s_at,10953.2,P,0.000244
200075_s_at,2129,P,0.000244
200076_s_at,1471.2,P,0.000732
200077_s_at,16351.6,P,0.000244
200078_s_at,1635.2,P,0.008057
200079_s_at,5290.9,P,0.000732
200080_s_at,15241.5,P,0.000244
200081_s_at,36706.5,P,0.000244
200082_s_at,35508.2,P,0.000244
200083_at,1891.3,P,0.000732
200084_at,2670.4,P,0.000244
200085_s_at,5304.2,P,0.000244
200086_s_at,4270,P,0.000244
200087_s_at,2986.8,P,0.000244
200088_x_at,34671.3,P,0.000244
200089_s_at,18831.2,P,0.000244
200090_at,2497.1,P,0.000244
200091_s_at,11580.3,P,0.000244
200092_s_at,24890.6,P,0.000244
200093_s_at,4347.1,P,0.000244
200094_s_at,11435.8,P,0.000244
200095_x_at,45509,P,0.000244
200096_s_at,1339.4,P,0.000244
200097_s_at,4168.4,P,0.000244
200098_s_at,2399.3,P,0.000732
200099_s_at,41929.3,P,0.000244
200593_s_at,5467.2,P,0.000244
200594_x_at,10087.2,P,0.000244
200595_s_at,2042.9,P,0.000244
200596_s_at,1207.1,P,0.001953
200597_at,585.4,P,0.000732
200598_s_at,2007.6,P,0.000244
200599_s_at,2511.5,P,0.000732
200600_at,5249.2,P,0.000244
200601_at,492.7,P,0.046143
200602_at,12.1,A,0.601074
200603_at,1383.4,P,0.000244
200604_s_at,1605.5,P,0.000244
200605_s_at,2536.9,P,0.000244
200606_at,146.7,M,0.056152
200607_s_at,2804.3,P,0.000244
200608_s_at,2606.1,P,0.000244
200609_s_at,2617.6,P,0.000244
200610_s_at,11784.5,P,0.000732
200611_s_at,3694,P,0.001953
200612_s_at,262.2,A,0.366211
200613_at,2909.8,P,0.000244
200614_at,4430.4,P,0.000244
200615_s_at,635.9,P,0.030273
200616_s_at,430.1,M,0.056152
200617_at,1385.4,P,0.000244
200618_at,2267,P,0.000732
200619_at,1895.7,P,0.00415
200620_at,1926,P,0.000244
200621_at,876.8,P,0.001953
200622_x_at,1421,P,0.008057
200623_s_at,1155.1,P,0.001221
200624_s_at,4740.9,P,0.000244
200625_s_at,2867.6,P,0.000244
200626_s_at,2732,P,0.000732
200627_at,7551.3,P,0.000244
200628_s_at,859.8,A,0.219482
200629_at,697.7,P,0.000732
200630_x_at,10538.5,P,0.000244
200631_s_at,6285.4,P,0.000244
200632_s_at,746.7,P,0.000244
200633_at,32883.8,P,0.000244
200634_at,13451.5,P,0.000244
200635_s_at,844.1,P,0.000732
200636_s_at,1714.7,P,0.001953
200637_s_at,752.9,P,0.000732
200638_s_at,7690.1,P,0.000244
200639_s_at,7880.6,P,0.000244
200640_at,11520.5,P,0.000244
200641_s_at,9951,P,0.000244
200642_at,7444,P,0.000244
200643_at,337,A,0.095215
200644_at,6667,P,0.000244
200645_at,4302.3,P,0.000244
200646_s_at,291.8,P,0.010742
200647_x_at,4429.3,P,0.000732
200648_s_at,1803.8,P,0.00293
200649_at,423.5,P,0.030273
200650_s_at,14896.8,P,0.000244
200651_at,39852.9,P,0.000244
200652_at,4585.2,P,0.000244
200653_s_at,1011.8,P,0.000732
200654_at,4915.6,P,0.01416
200655_s_at,2407.1,P,0.000244
200656_s_at,1664.1,P,0.000244
200657_at,17541.5,P,0.000244
200658_s_at,1592.6,P,0.000244
200659_s_at,389.5,P,0.030273
200660_at,1697.3,P,0.005859
200661_at,324.8,A,0.27417
200662_s_at,2251.4,P,0.000244
200663_at,1465.8,P,0.001953
200664_s_at,1269.3,P,0.001953
200665_s_at,35.8,A,0.696289
200666_s_at,1733.2,P,0.000244
200667_at,2936.7,P,0.000244
200668_s_at,8246,P,0.000244
200669_s_at,5331.2,P,0.000244
200670_at,3416.6,P,0.000244
200671_s_at,1176.8,P,0.001221
200672_x_at,2379.8,P,0.000244
200673_at,1323.2,P,0.000244
200674_s_at,50035.6,P,0.000244
200675_at,2345.7,P,0.000244
200676_s_at,407.9,P,0.000244
200677_at,1455.4,P,0.000244
200678_x_at,1066.9,P,0.01416
200679_x_at,10407.3,P,0.000244
200680_x_at,21945.3,P,0.000244
200681_at,2798,P,0.000732
200682_s_at,4258,P,0.000244
200683_s_at,1411.1,P,0.000732
200684_s_at,897.4,P,0.00293
200685_at,169.6,P,0.008057
200686_s_at,1876.2,P,0.000244
200687_s_at,1804.9,P,0.000244
200688_at,164.5,P,0.00415
200689_x_at,38579.4,P,0.000244
200690_at,254.3,A,0.398926
200691_s_at,2071.6,P,0.000244
200692_s_at,1400.2,P,0.000244
200693_at,7652.8,P,0.000244
200694_s_at,2332.6,P,0.000244
200695_at,2187.1,P,0.001953
200696_s_at,488.4,P,0.046143
200697_at,1778.3,P,0.001953
200698_at,800.6,P,0.000732
200699_at,420,P,0.023926
200700_s_at,2001.6,P,0.000244
200701_at,514,P,0.000244
200702_s_at,615.7,P,0.00415
200703_at,7285.2,P,0.000244
200704_at,587.9,P,0.000732
200705_s_at,19947.6,P,0.000244
200706_s_at,552.2,P,0.01416
200707_at,965.1,P,0.00415
200708_at,1732.3,P,0.000244
200709_at,4540,P,0.000244
200710_at,1759.2,P,0.00415
200711_s_at,1669.3,P,0.000244
200712_s_at,1564.6,P,0.000244
200713_s_at,5865.3,P,0.000732
200714_x_at,1818.8,P,0.000732
200715_x_at,22162.7,P,0.000244
200716_x_at,75949.1,P,0.000244
200717_x_at,38426,P,0.000244
200718_s_at,9035.4,P,0.000244
200719_at,367,P,0.037598
200720_s_at,1736.5,P,0.000732
200721_s_at,958.7,P,0.000732
200722_s_at,4751.9,P,0.000732
200723_s_at,6084.1,P,0.000244
200724_at,145.8,A,0.72583
200725_x_at,48427.2,P,0.000244
200726_at,4942.1,P,0.000244
200727_s_at,1026.4,P,0.00293
200728_at,2774.3,P,0.000244
200729_s_at,2821.5,P,0.000244
200730_s_at,552.7,P,0.000244
200731_s_at,726.2,P,0.023926
200732_s_at,828.6,P,0.000244
200733_s_at,237.6,P,0.000244
200734_s_at,1738.5,P,0.000244
200735_x_at,27835,P,0.000244
200736_s_at,2848,P,0.000244
