ID_REF,VALUE,ABS_CALL,DETECTION P-VALUE
1007_s_at,1729.2,P,0.002617
1053_at,350.2,P,0.013092
117_at,120.7,A,0.250724
121_at,2320.2,P,0.014937
1255_g_at,144.6,A,0.07383
1294_at,1541,P,0.000266
1316_at,344.4,P,0.031336
1320_at,26.7,A,0.765443
1405_i_at,7.6,A,0.996841
1431_at,103.2,A,0.066865
1438_at,45.3,A,0.697453
1487_at,395.6,A,0.284747
1494_f_at,504,A,0.089405
1598_g_at,1338.6,P,0.039365
160020_at,1066.2,P,0.02786
1729_at,478,A,0.081337
1773_at,312.5,A,0.189687
177_at,118.3,A,0.32083
179_at,1812.8,A,0.107301
1861_at,243.1,A,0.11716
200000_s_at,4612.5,P,0.000244
200001_at,2430.4,P,0.001953
200002_at,8099.8,P,0.000244
200003_s_at,14060.3,P,0.000244
200004_at,7640.6,P,0.000244
200005_at,3103.6,P,0.000244
200006_at,3108.3,P,0.000732
200007_at,5704.1,P,0.000244
200008_s_at,3713.7,P,0.000244
200009_at,5868.8,P,0.000244
200010_at,16677.3,P,0.000244
200011_s_at,1628.8,P,0.001953
200012_x_at,15775.4,P,0.000244
200013_at,10256.8,P,0.000244
200014_s_at,1690.4,P,0.000244
200015_s_at,1725.5,P,0.001953
200016_x_at,18318.8,P,0.000244
200017_at,10321.1,P,0.000244
200018_at,18070.4,P,0.000244
200019_s_at,11035.1,P,0.000244
200020_at,1696.4,P,0.000244
200021_at,22309.1,P,0.001221
200022_at,17054.4,P,0.000732
200023_s_at,8959.8,P,0.000244
200024_at,7477,P,0.001221
200025_s_at,21321,P,0.000244
200026_at,21347.3,P,0.000732
200027_at,2478.4,P,0.000244
200028_s_at,2222.5,P,0.000732
200029_at,19235.9,P,0.000244
200030_s_at,5521.1,P,0.000244
200031_s_at,41520.9,P,0.000244
200032_s_at,30310.3,P,0.000244
200033_at,12078.3,P,0.000244
200034_s_at,12821.6,P,0.000244
200035_at,1455.4,P,0.005859
200036_s_at,7493.4,P,0.000244
200037_s_at,2475.1,P,0.000244
200038_s_at,22987.7,P,0.000244
200039_s_at,1791.1,P,0.000244
200040_at,2861.8,P,0.000244
200041_s_at,11498.8,P,0.000244
200042_at,2040.3,P,0.00415
200043_at,5489.6,P,0.001221
200044_at,2328.9,P,0.000244
200045_at,1523.8,P,0.000732
200046_at,1612.5,P,0.000732
200047_s_at,2462.4,P,0.000244
200048_s_at,4283.8,P,0.000244
200049_at,1113.4,P,0.000732
200050_at,1138.4,P,0.001953
200051_at,491,P,0.018555
200052_s_at,2178.2,P,0.000244
200053_at,1566.3,P,0.000244
200054_at,280.9,P,0.000244
200055_at,1565.2,P,0.000244
200056_s_at,315.9,P,0.023926
200057_s_at,15145.4,P,0.000244
200058_s_at,3439.9,P,0.000244
200059_s_at,12954.9,P,0.000244
200060_s_at,3725.3,P,0.001953
200061_s_at,22828.3,P,0.000244
200062_s_at,20206.5,P,0.000244
200063_s_at,8155,P,0.000244
200064_at,7111.2,P,0.000732
200065_s_at,3572.7,P,0.000244
200066_at,902.8,P,0.000244
200067_x_at,2753.4,P,0.000732
200068_s_at,6122.6,P,0.000244
200069_at,569.4,P,0.001953
200070_at,694.9,P,0.005859
200071_at,666.4,P,0.018555
200072_s_at,4244.1,P,0.000244
200073_s_at,2774.6,P,0.000244
200074_s_at,3816,P,0.000244
200075_s_at,773.2,P,0.000732
200076_s_at,986.7,P,0.00415
200077_s_at,10992.5,P,0.000244
200078_s_at,2447.9,P,0.018555
200079_s_at,2175.3,P,0.000732
200080_s_at,10069,P,0.000244
200081_s_at,21662.3,P,0.000244
200082_s_at,16018.7,P,0.000244
200083_at,3676.1,P,0.000732
200084_at,2086.5,P,0.000244
200085_s_at,2382.3,P,0.001221
200086_s_at,2501.3,P,0.000244
200087_s_at,2883.5,P,0.000244
200088_x_at,13453.5,P,0.000244
200089_s_at,7102.7,P,0.000244
200090_at,2964.3,P,0.00293
200091_s_at,5745.7,P,0.000244
200092_s_at,9728.7,P,0.000244
200093_s_at,2222.4,P,0.000244
200094_s_at,4998.1,P,0.000732
200095_x_at,30583.6,P,0.000244
200096_s_at,1409.9,P,0.000244
200097_s_at,3708.2,P,0.000244
200098_s_at,2052.5,P,0.00293
200099_s_at,35059.5,P,0.000244
200593_s_at,2534.5,P,0.000244
200594_x_at,4901.4,P,0.000244
200595_s_at,1508.8,P,0.000244
200596_s_at,512.2,P,0.037598
200597_at,519.1,P,0.030273
200598_s_at,2586.7,P,0.000244
200599_s_at,4607,P,0.000244
200600_at,8046.9,P,0.000244
200601_at,687.5,P,0.046143
200602_at,246,P,0.008057
200603_at,1838.5,P,0.000244
200604_s_at,1893.8,P,0.000244
200605_s_at,2288.9,P,0.000244
200606_at,98.8,A,0.246094
200607_s_at,1874.6,P,0.00293
200608_s_at,1147.9,P,0.000244
200609_s_at,2524.3,P,0.001221
200610_s_at,5057.9,P,0.000244
200611_s_at,3046.5,P,0.00293
200612_s_at,790.7,A,0.111572
200613_at,1969.5,P,0.001953
200614_at,5917.8,P,0.000244
200615_s_at,581,A,0.080566
200616_s_at,788.9,P,0.023926
200617_at,1552.4,P,0.010742
200618_at,2343.7,P,0.001953
200619_at,1295.2,P,0.023926
200620_at,2247.8,P,0.000244
200621_at,613.5,P,0.037598
200622_x_at,916.8,A,0.080566
200623_s_at,1646.3,P,0.001953
200624_s_at,3509.8,P,0.000244
