ID_REF,VALUE,ABS_CALL,DETECTION P-VALUE
1007_s_at,743.8,P,0.019304
1053_at,409.2,P,0.013092
117_at,56.7,A,0.561639
121_at,1350.3,P,0.003067
1255_g_at,127.4,A,0.397994
1294_at,1083.1,P,0.002228
1316_at,306.5,A,0.107301
1320_at,27.1,A,0.88284
1405_i_at,10.9,A,0.979362
1431_at,23.7,A,0.715253
1438_at,54.5,A,0.64131
1487_at,663.6,A,0.339558
1494_f_at,286.3,A,0.250724
1598_g_at,609.6,A,0.204022
160020_at,633.3,M,0.060419
1729_at,648.5,P,0.005643
1773_at,87.9,A,0.781017
177_at,23.4,A,0.796017
179_at,643,A,0.189687
1861_at,166.4,A,0.541184
200000_s_at,3140,P,0.000244
200001_at,3113.7,P,0.001953
200002_at,14012.9,P,0.000244
200003_s_at,29066.5,P,0.000244
200004_at,6831.4,P,0.000244
200005_at,4619.5,P,0.000244
200006_at,6434.9,P,0.000732
200007_at,7903.4,P,0.000244
200008_s_at,4616.7,P,0.000244
200009_at,17558.7,P,0.000244
200010_at,22025.1,P,0.000244
200011_s_at,1081.6,P,0.00415
200012_x_at,25006.8,P,0.000244
200013_at,18673.1,P,0.000244
200014_s_at,3399.8,P,0.000244
200015_s_at,2098.4,P,0.000732
200016_x_at,41401.3,P,0.000244
200017_at,13787.2,P,0.000244
200018_at,41969.7,P,0.000244
200019_s_at,18277.5,P,0.000244
200020_at,2112.9,P,0.000244
200021_at,24560.2,P,0.001953
200022_at,19042.4,P,0.000244
200023_s_at,13786.9,P,0.000244
200024_at,12684.7,P,0.000732
200025_s_at,37862.8,P,0.000244
200026_at,54239.7,P,0.000732
200027_at,3790.4,P,0.000244
200028_s_at,3880,P,0.000732
200029_at,43939.3,P,0.000244
200030_s_at,7388.3,P,0.000244
200031_s_at,37776.4,P,0.000244
200032_s_at,58912.7,P,0.000244
200033_at,12382.7,P,0.000244
200034_s_at,20412.3,P,0.000244
200035_at,2040.5,P,0.001221
200036_s_at,25183.4,P,0.000244
200037_s_at,4030.3,P,0.000244
200038_s_at,40681.9,P,0.000244
200039_s_at,2074.3,P,0.000244
200040_at,5836.2,P,0.000244
200041_s_at,6964.5,P,0.000244
200042_at,2134.8,P,0.00293
200043_at,4847.2,P,0.001221
200044_at,3415.1,P,0.000244
200045_at,1941.9,P,0.000732
200046_at,2184.5,P,0.000732
200047_s_at,3077.7,P,0.000244
200048_s_at,4989.1,P,0.000244
200049_at,824,P,0.001953
200050_at,1780.9,P,0.000244
200051_at,739.8,P,0.008057
200052_s_at,3416.1,P,0.000244
200053_at,1420.5,P,0.000244
200054_at,555.9,P,0.000732
200055_at,1757.9,P,0.000244
200056_s_at,512.7,P,0.010742
200057_s_at,17068.7,P,0.000244
200058_s_at,2141.1,P,0.000244
200059_s_at,12798.3,P,0.000244
200060_s_at,2610.6,P,0.001221
200061_s_at,55469.2,P,0.000244
200062_s_at,53936.6,P,0.000244
200063_s_at,14586.1,P,0.000244
200064_at,14024.9,P,0.000244
200065_s_at,5344.3,P,0.000244
200066_at,1718.7,P,0.000244
200067_x_at,4544.1,P,0.000732
200068_s_at,6207.6,P,0.000244
200069_at,368,P,0.018555
