ID_REF,VALUE,ABS_CALL,DETECTION P-VALUE
1007_s_at,1214.1,P,0.001892
1053_at,357.5,P,0.008689
117_at,186.6,A,0.162935
121_at,1205.1,P,0.014937
1255_g_at,37.7,A,0.5
1294_at,1367.1,P,0.000322
1316_at,102.3,P,0.024711
1320_at,21.4,A,0.861235
1405_i_at,106,A,0.275462
1431_at,95.6,M,0.060419
1438_at,134.3,A,0.5
1487_at,526.3,A,0.107301
1494_f_at,334.8,M,0.05447
1598_g_at,621.6,A,0.089405
160020_at,339.2,P,0.035163
1729_at,419.5,P,0.002228
1773_at,223.3,A,0.189687
177_at,14.9,A,0.621816
179_at,800.8,A,0.175989
1861_at,195.2,A,0.175989
200000_s_at,5079.5,P,0.000244
200001_at,4175.6,P,0.000244
200002_at,13058,P,0.000244
200003_s_at,22649.4,P,0.000244
200004_at,8119.3,P,0.000244
200005_at,4422.6,P,0.000244
200006_at,4997.4,P,0.000244
200007_at,5058.6,P,0.000244
200008_s_at,4678.1,P,0.000244
200009_at,7965.4,P,0.000244
200010_at,15541.7,P,0.000244
200011_s_at,1223,P,0.001221
200012_x_at,14120.2,P,0.000244
200013_at,13361.7,P,0.000244
200014_s_at,3151.9,P,0.000244
200015_s_at,2001.7,P,0.000732
200016_x_at,19201.5,P,0.000244
200017_at,17154.3,P,0.000244
200018_at,17860.1,P,0.000244
200019_s_at,16839.1,P,0.000244
200020_at,1893.9,P,0.000244
200021_at,21581.7,P,0.000732
200022_at,20059.2,P,0.000244
200023_s_at,11050,P,0.000244
200024_at,10884.3,P,0.000732
200025_s_at,21888,P,0.000244
200026_at,24589.5,P,0.000732
200027_at,3130.9,P,0.000244
200028_s_at,2758,P,0.000244
200029_at,20708.4,P,0.000244
200030_s_at,5742.9,P,0.000244
200031_s_at,34703.4,P,0.000244
200032_s_at,32101.8,P,0.000244
200033_at,12689.9,P,0.000244
200034_s_at,14962.6,P,0.000244
200035_at,1221,P,0.000732
200036_s_at,16190.4,P,0.000244
200037_s_at,2659.5,P,0.000244
200038_s_at,21175.3,P,0.000244
200039_s_at,2440.8,P,0.000244
200040_at,3404.2,P,0.000244
200041_s_at,8507.9,P,0.000244
200042_at,1166,P,0.001953
200043_at,9385.8,P,0.000244
200044_at,4580.4,P,0.000244
200045_at,2624.4,P,0.000244
200046_at,2303,P,0.000244
200047_s_at,3331,P,0.000244
200048_s_at,3674.4,P,0.000244
200049_at,728.6,P,0.000244
200050_at,1648.3,P,0.000732
200051_at,656.3,P,0.000244
200052_s_at,3286.3,P,0.000244
200053_at,2511.8,P,0.000244
200054_at,387.3,P,0.000732
200055_at,2383.4,P,0.000244
200056_s_at,472,P,0.005859
200057_s_at,13275.3,P,0.000244
200058_s_at,3195.1,P,0.000244
200059_s_at,16242.9,P,0.000244
200060_s_at,2597.8,P,0.001221
200061_s_at,20752.6,P,0.000244
200062_s_at,23005.8,P,0.000244
200063_s_at,10199,P,0.000244
200064_at,12498.9,P,0.000732
200065_s_at,4785.5,P,0.000244
200066_at,1822.1,P,0.000732
200067_x_at,2992.6,P,0.000244
200068_s_at,5769.3,P,0.000244
200069_at,727.9,P,0.000244
200070_at,624,P,0.000732
200071_at,827.2,P,0.001953
200072_s_at,5094.4,P,0.000244
200073_s_at,5829.2,P,0.000244
200074_s_at,7030.5,P,0.000244
200075_s_at,1207.8,P,0.000244
200076_s_at,1093.5,P,0.001221
200077_s_at,11365.6,P,0.000244
200078_s_at,2718.7,P,0.001953
200079_s_at,2975.6,P,0.000732
200080_s_at,12213.3,P,0.000244
200081_s_at,23875.6,P,0.000244
200082_s_at,16701.5,P,0.000244
200083_at,3964.5,P,0.000732
200084_at,2887.9,P,0.000244
200085_s_at,3068.5,P,0.000244
200086_s_at,3181,P,0.000244
200087_s_at,3094.1,P,0.000244
200088_x_at,19401.9,P,0.000244
200089_s_at,12393.1,P,0.000244
200090_at,2447.8,P,0.000244
200091_s_at,10989,P,0.000244
200092_s_at,15302.4,P,0.000244
200093_s_at,4145.3,P,0.000244
200094_s_at,7561.8,P,0.000244
200095_x_at,36454.6,P,0.000244
200096_s_at,2523.3,P,0.000244
200097_s_at,3255.5,P,0.000244
200098_s_at,2331.5,P,0.001221
200099_s_at,29447.2,P,0.000244
200593_s_at,3290.2,P,0.000244
200594_x_at,5539.2,P,0.000244
200595_s_at,1795.1,P,0.000244
200596_s_at,1021.4,P,0.000244
200597_at,612.8,P,0.001953
200598_s_at,1937.6,P,0.000244
200599_s_at,3773.3,P,0.000244
200600_at,10610,P,0.000244
200601_at,1256,P,0.000732
200602_at,207.9,P,0.00415
200603_at,2710.9,P,0.000244
200604_s_at,2401.1,P,0.001221
200605_s_at,3424.4,P,0.000244
200606_at,123.6,M,0.056152
200607_s_at,1166.8,P,0.000244
200608_s_at,1924.5,P,0.000244
200609_s_at,3506.1,P,0.000244
200610_s_at,5019.5,P,0.000732
200611_s_at,4911.8,P,0.000244
200612_s_at,257.5,A,0.334473
200613_at,2362,P,0.001221
200614_at,8356.4,P,0.000244
200615_s_at,568.2,P,0.023926
200616_s_at,156.7,A,0.601074
200617_at,1377.6,P,0.00415
200618_at,3456,P,0.000244
200619_at,1308.4,P,0.01416
200620_at,2237.3,P,0.000244
200621_at,549,P,0.005859
200622_x_at,638.9,A,0.080566
200623_s_at,1436.4,P,0.000244
200624_s_at,5163.4,P,0.000244
200625_s_at,3038.8,P,0.000244
200626_s_at,4173.5,P,0.000244
200627_at,5487.6,P,0.000244
200628_s_at,385.1,A,0.567627
200629_at,590.9,P,0.00415
200630_x_at,3527.3,P,0.000244
200631_s_at,6438.2,P,0.000244
200632_s_at,896.3,P,0.000244
200633_at,22507.3,P,0.000244
200634_at,12805.5,P,0.000244
200635_s_at,101.9,A,0.366211
200636_s_at,22.7,A,0.753906
