ID_REF,VALUE,ABS_CALL,DETECTION P-VALUE
1007_s_at,940.4,P,0.013092
1053_at,357.2,P,0.002617
117_at,144.6,A,0.339558
121_at,1488.3,P,0.013092
1255_g_at,94.6,A,0.127606
1294_at,1729.1,P,0.000266
1316_at,202.2,P,0.013092
1320_at,40.4,A,0.749276
1405_i_at,87.3,A,0.135974
1431_at,125.2,A,0.07383
1438_at,266.2,A,0.284747
1487_at,489.9,A,0.162935
1494_f_at,419.8,A,0.066865
1598_g_at,1183,P,0.009985
160020_at,879.8,P,0.014937
1729_at,551,P,0.00418
1773_at,154.5,A,0.32083
177_at,82.8,A,0.602006
179_at,1292.8,A,0.07383
1861_at,251,P,0.043968
200000_s_at,2790.2,P,0.000244
200001_at,5497.8,P,0.000732
200002_at,13994.8,P,0.000244
200003_s_at,18669.6,P,0.000244
200004_at,6708.8,P,0.000244
200005_at,3722,P,0.000244
200006_at,3757.5,P,0.000732
200007_at,5430.3,P,0.000244
200008_s_at,4473.6,P,0.000244
200009_at,6266.7,P,0.000244
200010_at,12508.7,P,0.000244
200011_s_at,1831.3,P,0.000244
200012_x_at,19445.4,P,0.000244
200013_at,18079.1,P,0.000244
200014_s_at,1511,P,0.000244
200015_s_at,2290.7,P,0.000732
200016_x_at,21160.7,P,0.000244
200017_at,8866.3,P,0.000732
200018_at,19124.6,P,0.000244
200019_s_at,16474.9,P,0.000244
200020_at,1591.9,P,0.000244
200021_at,34381.8,P,0.001221
200022_at,18995.5,P,0.000244
200023_s_at,6692.4,P,0.000244
200024_at,16441.3,P,0.000732
200025_s_at,20655.6,P,0.000244
200026_at,24394.2,P,0.000732
200027_at,1992.9,P,0.000244
200028_s_at,3700.8,P,0.000244
200029_at,20816,P,0.000244
200030_s_at,7740.9,P,0.000244
200031_s_at,37062.1,P,0.000244
200032_s_at,24112,P,0.000244
200033_at,11760.7,P,0.000244
200034_s_at,12265.2,P,0.000244
200035_at,1592.1,P,0.00293
200036_s_at,9717.8,P,0.000244
200037_s_at,2384.4,P,0.000732
200038_s_at,20120.8,P,0.000244
200039_s_at,2264.3,P,0.001953
200040_at,2402.1,P,0.000244
200041_s_at,6711.5,P,0.000244
200042_at,1148,P,0.001221
200043_at,2907.7,P,0.001953
200044_at,2076.3,P,0.000244
200045_at,1409.1,P,0.00415
200046_at,1553.8,P,0.000244
200047_s_at,1831.2,P,0.000244
200048_s_at,4092.7,P,0.000244
200049_at,755.8,P,0.001221
200050_at,674.7,P,0.000244
200051_at,671.7,P,0.001221
200052_s_at,1455.1,P,0.000244
200053_at,1265.6,P,0.000244
200054_at,396.8,P,0.00293
200055_at,2626.2,P,0.000244
200056_s_at,263.7,P,0.01416
200057_s_at,7627,P,0.000244
200058_s_at,3575.2,P,0.000244
200059_s_at,10693.7,P,0.000244
200060_s_at,2425.4,P,0.001953
200061_s_at,33640.2,P,0.000244
200062_s_at,28294.8,P,0.000244
200063_s_at,13391.7,P,0.000244
200064_at,10980.8,P,0.000732
200065_s_at,4966.6,P,0.000244
200066_at,926.7,P,0.000732
200067_x_at,2959.5,P,0.000244
200068_s_at,5435.7,P,0.000244
200069_at,338.5,P,0.030273
200070_at,603.2,P,0.000244
200071_at,467.9,P,0.010742
200072_s_at,3645.3,P,0.000244
200073_s_at,2204,P,0.000244
200074_s_at,6390.3,P,0.000244
200075_s_at,1149.6,P,0.000732
200076_s_at,976.8,P,0.000732
200077_s_at,10183.9,P,0.000244
200078_s_at,2124.7,P,0.008057
200079_s_at,2900.5,P,0.000244
200080_s_at,12578,P,0.000244
200081_s_at,29117.1,P,0.000244
200082_s_at,15468.9,P,0.000244
200083_at,2008.5,P,0.00293
200084_at,1989.6,P,0.000244
200085_s_at,2109.6,P,0.001953
200086_s_at,2347,P,0.000244
200087_s_at,1628.2,P,0.000244
200088_x_at,18386.4,P,0.000244
200089_s_at,9561.5,P,0.000244
200090_at,2240.7,P,0.005859
200091_s_at,5522.2,P,0.000244
200092_s_at,15787.2,P,0.000244
200093_s_at,3436.6,P,0.000244
200094_s_at,5223.5,P,0.000244
200095_x_at,41891.5,P,0.000244
200096_s_at,1778.2,P,0.000732
200097_s_at,4946.5,P,0.000244
200098_s_at,3068.3,P,0.001221
200099_s_at,24656.1,P,0.000244
200593_s_at,3232,P,0.000244
200594_x_at,6892,P,0.000244
200595_s_at,1104.4,P,0.000244
200596_s_at,1772.6,P,0.000732
200597_at,506.9,P,0.01416
200598_s_at,1737.4,P,0.000244
200599_s_at,2475.6,P,0.000244
200600_at,4999.2,P,0.000244
200601_at,1361.6,P,0.000244
200602_at,350.6,P,0.001953
200603_at,1036.5,P,0.000244
200604_s_at,1857.5,P,0.000244
200605_s_at,1715.9,P,0.000244
200606_at,151.7,M,0.056152
200607_s_at,1434,P,0.001953
200608_s_at,901.6,P,0.000244
200609_s_at,2552.5,P,0.001953
200610_s_at,4962.5,P,0.000244
200611_s_at,3006.8,P,0.00293
200612_s_at,367.9,A,0.334473
200613_at,2007.7,P,0.001953
200614_at,3764.7,P,0.000244
200615_s_at,506.4,P,0.046143
200616_s_at,850.6,P,0.000732
200617_at,1505,P,0.005859
200618_at,2694.3,P,0.001221
200619_at,984,P,0.018555
200620_at,2635.5,P,0.000732
200621_at,748.9,P,0.005859
200622_x_at,1552.9,P,0.005859
200623_s_at,2178.8,P,0.000732
200624_s_at,3640.9,P,0.000244
200625_s_at,2740.2,P,0.000244
200626_s_at,2902,P,0.000732
200627_at,4580.1,P,0.000244
200628_s_at,719.1,A,0.533936
200629_at,465.8,P,0.010742
200630_x_at,5139.8,P,0.000244
200631_s_at,5885.3,P,0.000244
200632_s_at,1697.8,P,0.000244
200633_at,20419.2,P,0.001953
200634_at,5732,P,0.000244
200635_s_at,19.7,A,0.850342
200636_s_at,32.7,A,0.780518
200637_s_at,29.6,A,0.80542
200638_s_at,5899.3,P,0.000244
200639_s_at,3976,P,0.000732
200640_at,10550.2,P,0.000244
200641_s_at,7771,P,0.000244
200642_at,4262.4,P,0.000732
200643_at,221.6,A,0.334473
200644_at,1118.2,P,0.000244
200645_at,4908.1,P,0.000244
200646_s_at,624.5,P,0.00293
200647_x_at,3449.2,P,0.010742
200648_s_at,1265.8,P,0.005859
200649_at,1131.9,P,0.001221
200650_s_at,8069.9,P,0.000244
